record_id,base_record_id,earthquake_name,year,station_name,magnitude,r_rup_km,vs30_ms,mechanism,scale_factor,target_pga_g,resulting_pga_g,resulting_pga_ms2,pgv_ms,pgd_m,arias_intensity_ms,d5_95_s,dt,n_steps,duration_s,file_path
RSN0004_PGA_0p100g,RSN0004,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_004,6.902046029284208,4.09107584424761,207.6182800104394,Strike-Slip,0.6321403387594994,0.1,0.1,0.980665,0.17112019548260307,0.49708721525819516,0.11777951631026344,6.3999999999999995,0.01,3522,35.21,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0004_PGA_0p100g.npy
RSN0004_PGA_0p200g,RSN0004,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_004,6.902046029284208,4.09107584424761,207.6182800104394,Strike-Slip,1.2642806775189988,0.2,0.2,1.96133,0.34224039096520614,0.9941744305163903,0.47111806524105376,6.3999999999999995,0.01,3522,35.21,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0004_PGA_0p200g.npy
RSN0004_PGA_0p300g,RSN0004,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_004,6.902046029284208,4.09107584424761,207.6182800104394,Strike-Slip,1.8964210162784978,0.3,0.3,2.941995,0.5133605864478088,1.4912616457745795,1.0600156467923723,6.3999999999999995,0.01,3522,35.21,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0004_PGA_0p300g.npy
RSN0004_PGA_0p400g,RSN0004,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_004,6.902046029284208,4.09107584424761,207.6182800104394,Strike-Slip,2.5285613550379975,0.4,0.4,3.92266,0.6844807819304123,1.9883488610327806,1.884472260964215,6.3999999999999995,0.01,3522,35.21,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0004_PGA_0p400g.npy
RSN0004_PGA_0p500g,RSN0004,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_004,6.902046029284208,4.09107584424761,207.6182800104394,Strike-Slip,3.1607016937974968,0.5,0.5,4.903325,0.8556009774130153,2.4854360762909793,2.944487907756586,6.3999999999999995,0.01,3522,35.21,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0004_PGA_0p500g.npy
RSN0004_PGA_0p600g,RSN0004,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_004,6.902046029284208,4.09107584424761,207.6182800104394,Strike-Slip,3.7928420325569956,0.6,0.6,5.88399,1.0267211728956176,2.982523291549159,4.240062587169489,6.3999999999999995,0.01,3522,35.21,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0004_PGA_0p600g.npy
RSN0004_PGA_0p800g,RSN0004,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_004,6.902046029284208,4.09107584424761,207.6182800104394,Strike-Slip,5.057122710075995,0.8,0.8,7.84532,1.3689615638608246,3.9766977220655613,7.53788904385686,6.3999999999999995,0.01,3522,35.21,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0004_PGA_0p800g.npy
RSN0004_PGA_1p000g,RSN0004,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_004,6.902046029284208,4.09107584424761,207.6182800104394,Strike-Slip,6.3214033875949935,1.0,1.0,9.80665,1.7112019548260307,4.970872152581959,11.777951631026344,6.3999999999999995,0.01,3522,35.21,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0004_PGA_1p000g.npy
RSN0004_PGA_1p200g,RSN0004,Kobe (Hyogo-ken Nanbu),1995,Station_Kobe_004,6.902046029284208,4.09107584424761,207.6182800104394,Strike-Slip,7.585684065113991,1.2,1.2,11.76798,2.053442345791235,5.965046583098318,16.960250348677956,6.3999999999999995,0.01,3522,35.21,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0004_PGA_1p200g.npy
RSN0005_PGA_0p050g,RSN0005,Chi-Chi (Taiwan-01),1999,Station_Chi-_005,7.513334000690882,84.58136465471863,274.6951219914844,Reverse,1.0124186690996488,0.05,0.049999999999999996,0.49033249999999995,0.22545221777620916,1.5583915314366827,0.07412096108563024,24.17,0.01,4011,40.1,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0005_PGA_0p050g.npy
RSN0005_PGA_0p100g,RSN0005,Chi-Chi (Taiwan-01),1999,Station_Chi-_005,7.513334000690882,84.58136465471863,274.6951219914844,Reverse,2.0248373381992977,0.1,0.09999999999999999,0.9806649999999999,0.4509044355524183,3.1167830628733655,0.29648384434252095,24.17,0.01,4011,40.1,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0005_PGA_0p100g.npy
RSN0005_PGA_0p200g,RSN0005,Chi-Chi (Taiwan-01),1999,Station_Chi-_005,7.513334000690882,84.58136465471863,274.6951219914844,Reverse,4.049674676398595,0.2,0.19999999999999998,1.9613299999999998,0.9018088711048367,6.233566125746731,1.1859353773700838,24.17,0.01,4011,40.1,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0005_PGA_0p200g.npy
RSN0005_PGA_0p300g,RSN0005,Chi-Chi (Taiwan-01),1999,Station_Chi-_005,7.513334000690882,84.58136465471863,274.6951219914844,Reverse,6.074512014597893,0.3,0.3,2.941995,1.3527133066572532,9.350349188620081,2.668354599082688,24.17,0.01,4011,40.1,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0005_PGA_0p300g.npy
RSN0005_PGA_0p400g,RSN0005,Chi-Chi (Taiwan-01),1999,Station_Chi-_005,7.513334000690882,84.58136465471863,274.6951219914844,Reverse,8.09934935279719,0.4,0.39999999999999997,3.9226599999999996,1.8036177422096733,12.467132251493462,4.743741509480335,24.17,0.01,4011,40.1,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0005_PGA_0p400g.npy
RSN0005_PGA_0p500g,RSN0005,Chi-Chi (Taiwan-01),1999,Station_Chi-_005,7.513334000690882,84.58136465471863,274.6951219914844,Reverse,10.124186690996488,0.5,0.5,4.903325,2.2545221777620927,15.583915314366843,7.412096108563,24.17,0.01,4011,40.1,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0005_PGA_0p500g.npy
RSN0005_PGA_0p600g,RSN0005,Chi-Chi (Taiwan-01),1999,Station_Chi-_005,7.513334000690882,84.58136465471863,274.6951219914844,Reverse,12.149024029195786,0.6,0.6,5.88399,2.7054266133145064,18.700698377240162,10.673418396330751,24.17,0.01,4011,40.1,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0005_PGA_0p600g.npy
RSN0005_PGA_0p800g,RSN0005,Chi-Chi (Taiwan-01),1999,Station_Chi-_005,7.513334000690882,84.58136465471863,274.6951219914844,Reverse,16.19869870559438,0.8,0.7999999999999999,7.845319999999999,3.6072354844193466,24.934264502986924,18.97496603792134,24.17,0.01,4011,40.1,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0005_PGA_0p800g.npy
RSN0005_PGA_1p000g,RSN0005,Chi-Chi (Taiwan-01),1999,Station_Chi-_005,7.513334000690882,84.58136465471863,274.6951219914844,Reverse,20.248373381992977,1.0,1.0,9.80665,4.5090443555241855,31.167830628733686,29.648384434252,24.17,0.01,4011,40.1,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0005_PGA_1p000g.npy
RSN0005_PGA_1p200g,RSN0005,Chi-Chi (Taiwan-01),1999,Station_Chi-_005,7.513334000690882,84.58136465471863,274.6951219914844,Reverse,24.298048058391572,1.2,1.2,11.76798,5.410853226629013,37.401396754480324,42.693673585323005,24.17,0.01,4011,40.1,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0005_PGA_1p200g.npy
RSN0006_PGA_0p050g,RSN0006,Kocaeli (Turkey),1999,Station_Koca_006,7.685346333767591,24.289577529028673,280.2004309325811,Strike-Slip,0.4147081978967875,0.05,0.05,0.4903325,0.15557625474008704,0.20397292885638227,0.08251580349809601,23.6,0.01,4149,41.480000000000004,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0006_PGA_0p050g.npy
RSN0006_PGA_0p100g,RSN0006,Kocaeli (Turkey),1999,Station_Koca_006,7.685346333767591,24.289577529028673,280.2004309325811,Strike-Slip,0.829416395793575,0.1,0.1,0.980665,0.3111525094801741,0.40794585771276454,0.33006321399238403,23.6,0.01,4149,41.480000000000004,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0006_PGA_0p100g.npy
RSN0006_PGA_0p200g,RSN0006,Kocaeli (Turkey),1999,Station_Koca_006,7.685346333767591,24.289577529028673,280.2004309325811,Strike-Slip,1.65883279158715,0.2,0.2,1.96133,0.6223050189603482,0.8158917154255291,1.3202528559695361,23.6,0.01,4149,41.480000000000004,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0006_PGA_0p200g.npy
RSN0006_PGA_0p300g,RSN0006,Kocaeli (Turkey),1999,Station_Koca_006,7.685346333767591,24.289577529028673,280.2004309325811,Strike-Slip,2.4882491873807244,0.3,0.3,2.941995,0.9334575284405209,1.223837573138294,2.9705689259314516,23.6,0.01,4149,41.480000000000004,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0006_PGA_0p300g.npy
RSN0006_PGA_0p400g,RSN0006,Kocaeli (Turkey),1999,Station_Koca_006,7.685346333767591,24.289577529028673,280.2004309325811,Strike-Slip,3.3176655831743,0.4,0.4,3.92266,1.2446100379206964,1.6317834308510581,5.2810114238781445,23.6,0.01,4149,41.480000000000004,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0006_PGA_0p400g.npy
RSN0006_PGA_0p500g,RSN0006,Kocaeli (Turkey),1999,Station_Koca_006,7.685346333767591,24.289577529028673,280.2004309325811,Strike-Slip,4.147081978967875,0.5,0.5,4.903325,1.5557625474008676,2.0397292885638274,8.251580349809597,23.6,0.01,4149,41.480000000000004,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0006_PGA_0p500g.npy
RSN0006_PGA_0p600g,RSN0006,Kocaeli (Turkey),1999,Station_Koca_006,7.685346333767591,24.289577529028673,280.2004309325811,Strike-Slip,4.976498374761449,0.6,0.6,5.88399,1.8669150568810418,2.447675146276588,11.882275703725806,23.6,0.01,4149,41.480000000000004,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0006_PGA_0p600g.npy
RSN0006_PGA_0p800g,RSN0006,Kocaeli (Turkey),1999,Station_Koca_006,7.685346333767591,24.289577529028673,280.2004309325811,Strike-Slip,6.6353311663486,0.8,0.8,7.84532,2.4892200758413927,3.2635668617021163,21.124045695512578,23.6,0.01,4149,41.480000000000004,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0006_PGA_0p800g.npy
RSN0006_PGA_1p000g,RSN0006,Kocaeli (Turkey),1999,Station_Koca_006,7.685346333767591,24.289577529028673,280.2004309325811,Strike-Slip,8.29416395793575,1.0,1.0,9.80665,3.1115250948017352,4.079458577127655,33.00632139923839,23.6,0.01,4149,41.480000000000004,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0006_PGA_1p000g.npy
RSN0006_PGA_1p200g,RSN0006,Kocaeli (Turkey),1999,Station_Koca_006,7.685346333767591,24.289577529028673,280.2004309325811,Strike-Slip,9.952996749522898,1.2,1.2,11.76798,3.7338301137620835,4.895350292553176,47.529102814903226,23.6,0.01,4149,41.480000000000004,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0006_PGA_1p200g.npy
RSN0007_PGA_0p050g,RSN0007,Landers,1992,Station_Land_007,7.118774505479138,54.82328955650825,536.3362402110587,Strike-Slip,0.9519024195170398,0.05,0.05,0.4903325,0.12830508154880804,0.2157811352891593,0.05935767632231265,23.820000000000004,0.01,3695,36.94,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0007_PGA_0p050g.npy
RSN0007_PGA_0p100g,RSN0007,Landers,1992,Station_Land_007,7.118774505479138,54.82328955650825,536.3362402110587,Strike-Slip,1.9038048390340796,0.1,0.1,0.980665,0.2566101630976161,0.4315622705783186,0.2374307052892506,23.820000000000004,0.01,3695,36.94,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0007_PGA_0p100g.npy
RSN0007_PGA_0p200g,RSN0007,Landers,1992,Station_Land_007,7.118774505479138,54.82328955650825,536.3362402110587,Strike-Slip,3.807609678068159,0.2,0.2,1.96133,0.5132203261952322,0.8631245411566372,0.9497228211570024,23.820000000000004,0.01,3695,36.94,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0007_PGA_0p200g.npy
RSN0007_PGA_0p300g,RSN0007,Landers,1992,Station_Land_007,7.118774505479138,54.82328955650825,536.3362402110587,Strike-Slip,5.711414517102239,0.3,0.3,2.941995,0.7698304892928494,1.2946868117349535,2.1368763476032515,23.820000000000004,0.01,3695,36.94,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0007_PGA_0p300g.npy
RSN0007_PGA_0p400g,RSN0007,Landers,1992,Station_Land_007,7.118774505479138,54.82328955650825,536.3362402110587,Strike-Slip,7.615219356136318,0.4,0.4,3.92266,1.0264406523904643,1.7262490823132743,3.7988912846280094,23.820000000000004,0.01,3695,36.94,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0007_PGA_0p400g.npy
RSN0007_PGA_0p500g,RSN0007,Landers,1992,Station_Land_007,7.118774505479138,54.82328955650825,536.3362402110587,Strike-Slip,9.519024195170397,0.5,0.49999999999999994,4.903324999999999,1.2830508154880802,2.1578113528915983,5.935767632231242,23.820000000000004,0.01,3695,36.94,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0007_PGA_0p500g.npy
RSN0007_PGA_0p600g,RSN0007,Landers,1992,Station_Land_007,7.118774505479138,54.82328955650825,536.3362402110587,Strike-Slip,11.422829034204478,0.6,0.6,5.88399,1.5396609785856987,2.589373623469907,8.547505390413006,23.820000000000004,0.01,3695,36.94,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0007_PGA_0p600g.npy
RSN0007_PGA_0p800g,RSN0007,Landers,1992,Station_Land_007,7.118774505479138,54.82328955650825,536.3362402110587,Strike-Slip,15.230438712272637,0.8,0.8,7.84532,2.0528813047809287,3.4524981646265487,15.195565138512038,23.820000000000004,0.01,3695,36.94,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0007_PGA_0p800g.npy
RSN0007_PGA_1p000g,RSN0007,Landers,1992,Station_Land_007,7.118774505479138,54.82328955650825,536.3362402110587,Strike-Slip,19.038048390340794,1.0,0.9999999999999999,9.806649999999998,2.5661016309761604,4.315622705783197,23.743070528924967,23.820000000000004,0.01,3695,36.94,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0007_PGA_1p000g.npy
RSN0007_PGA_1p200g,RSN0007,Landers,1992,Station_Land_007,7.118774505479138,54.82328955650825,536.3362402110587,Strike-Slip,22.845658068408955,1.2,1.2,11.76798,3.0793219571713975,5.178747246939814,34.190021561652024,23.820000000000004,0.01,3695,36.94,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0007_PGA_1p200g.npy
RSN0008_PGA_0p050g,RSN0008,San Fernando,1971,Station_San _008,6.547534013689115,54.21886677092073,240.86720646150405,Reverse,1.3025827278856865,0.05,0.05,0.4903325,0.10989182685536703,0.4729935765515686,0.07522190746484689,21.99,0.01,3239,32.38,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0008_PGA_0p050g.npy
RSN0008_PGA_0p100g,RSN0008,San Fernando,1971,Station_San _008,6.547534013689115,54.21886677092073,240.86720646150405,Reverse,2.605165455771373,0.1,0.1,0.980665,0.21978365371073405,0.9459871531031372,0.30088762985938755,21.99,0.01,3239,32.38,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0008_PGA_0p100g.npy
RSN0008_PGA_0p200g,RSN0008,San Fernando,1971,Station_San _008,6.547534013689115,54.21886677092073,240.86720646150405,Reverse,5.210330911542746,0.2,0.2,1.96133,0.4395673074214681,1.8919743062062744,1.2035505194375502,21.99,0.01,3239,32.38,/Users/rahul/seismoFNO/data/simulations/scaled_motions/RSN0008_PGA_0p200g.npy
