sim_id,file_path,record_id,earthquake_id,pga_g,scale_factor,struct_id,n_stories,T1_s,T2_s,material_type,yield_drift_ratio,peak_roof_disp_m,peak_roof_accel_g,max_interstory_drift_ratio,total_hysteretic_energy_J,partition
14,data/simulations/mdof/sim_000014.npz,RSN0001_PGA_0p050g,RSN0001,0.05,0.3310179018338407,5S_T085,5,0.8499999999999999,0.2911970168293918,bilinear,0.007,0.0023381489753151,0.017248081354997,0.0001924610351781,0.4970273485961373,train
15,data/simulations/mdof/sim_000015.npz,RSN0001_PGA_0p050g,RSN0001,0.05,0.3310179018338407,5S_T120,5,1.2000000000000008,0.4111016708179651,elastic,0.004,0.0029051694047856,0.0121043858621861,0.0002324178670168,0.485379955061327,ood_b
16,data/simulations/mdof/sim_000016.npz,RSN0001_PGA_0p050g,RSN0001,0.05,0.3310179018338407,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.004,0.0029051694047856,0.0121043858621862,0.0002324178670168,0.4853799550613272,ood_b
17,data/simulations/mdof/sim_000017.npz,RSN0001_PGA_0p050g,RSN0001,0.05,0.3310179018338407,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.007,0.0029051694047856,0.0121043858621862,0.0002324178670168,0.4853799550613272,ood_b
18,data/simulations/mdof/sim_000018.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,3S_T035,3,0.3499999999999998,0.1249135537622733,elastic,0.004,0.0006166278789103,0.0229837273487408,9.500284446275247e-05,0.1184953572541303,train
19,data/simulations/mdof/sim_000019.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,3S_T035,3,0.3499999999999998,0.1249135537622733,bilinear,0.004,0.0006166278789103,0.0229837273487408,9.50028444627524e-05,0.1184953572541299,train
20,data/simulations/mdof/sim_000020.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,3S_T035,3,0.3499999999999998,0.1249135537622733,bilinear,0.007,0.0006166278789103,0.0229837273487408,9.50028444627524e-05,0.1184953572541299,train
21,data/simulations/mdof/sim_000021.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,3S_T060,3,0.6,0.2141375207353256,elastic,0.004,0.0024431919615993,0.0271774878608648,0.0003311173204413,0.7219611837606101,train
22,data/simulations/mdof/sim_000022.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,3S_T060,3,0.6,0.2141375207353256,bilinear,0.004,0.0024431919615993,0.0271774878608649,0.0003311173204413,0.721961183760609,train
23,data/simulations/mdof/sim_000023.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,3S_T060,3,0.6,0.2141375207353256,bilinear,0.007,0.0024431919615993,0.0271774878608649,0.0003311173204413,0.721961183760609,train
24,data/simulations/mdof/sim_000024.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,3S_T090,3,0.9,0.3212062811029884,elastic,0.004,0.0044843231444187,0.0315379803195615,0.0005747032287426,1.4551961294903724,train
25,data/simulations/mdof/sim_000025.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,3S_T090,3,0.9,0.3212062811029884,bilinear,0.004,0.0044843231444187,0.0315379803195616,0.0005747032287426,1.4551961294903688,train
26,data/simulations/mdof/sim_000026.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,3S_T090,3,0.9,0.3212062811029884,bilinear,0.007,0.0044843231444187,0.0315379803195616,0.0005747032287426,1.4551961294903688,id_test
27,data/simulations/mdof/sim_000027.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,5S_T055,5,0.5499999999999999,0.1884215991249005,elastic,0.004,0.0019392393776785,0.0265564997177551,0.0001912097156986,0.7112053849558979,train
28,data/simulations/mdof/sim_000028.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,5S_T055,5,0.5499999999999999,0.1884215991249005,bilinear,0.004,0.0019392393776785,0.0265564997177552,0.0001912097156986,0.7112053849558997,train
29,data/simulations/mdof/sim_000029.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,5S_T055,5,0.5499999999999999,0.1884215991249005,bilinear,0.007,0.0019392393776785,0.0265564997177552,0.0001912097156986,0.7112053849558997,train
30,data/simulations/mdof/sim_000030.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,5S_T085,5,0.8499999999999999,0.2911970168293918,elastic,0.004,0.0046762979506302,0.034496162709994,0.0003849220703563,1.9881093943845416,train
31,data/simulations/mdof/sim_000031.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,5S_T085,5,0.8499999999999999,0.2911970168293918,bilinear,0.004,0.0046762979506302,0.034496162709994,0.0003849220703563,1.9881093943845496,train
32,data/simulations/mdof/sim_000032.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,5S_T085,5,0.8499999999999999,0.2911970168293918,bilinear,0.007,0.0046762979506302,0.034496162709994,0.0003849220703563,1.9881093943845496,train
33,data/simulations/mdof/sim_000033.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,5S_T120,5,1.2000000000000008,0.4111016708179651,elastic,0.004,0.0058103388095713,0.0242087717243723,0.0004648357340336,1.941519820245308,ood_b
34,data/simulations/mdof/sim_000034.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.004,0.0058103388095714,0.0242087717243722,0.0004648357340336,1.9415198202453077,ood_b
35,data/simulations/mdof/sim_000035.npz,RSN0001_PGA_0p100g,RSN0001,0.1,0.6620358036676814,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.007,0.0058103388095714,0.0242087717243722,0.0004648357340336,1.9415198202453077,ood_b
36,data/simulations/mdof/sim_000036.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,3S_T035,3,0.3499999999999998,0.1249135537622733,elastic,0.004,0.0012332557578207,0.0459674546974817,0.0001900056889255,0.4739814290165215,train
37,data/simulations/mdof/sim_000037.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,3S_T035,3,0.3499999999999998,0.1249135537622733,bilinear,0.004,0.0012332557578207,0.0459674546974816,0.0001900056889255,0.4739814290165197,train
38,data/simulations/mdof/sim_000038.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,3S_T035,3,0.3499999999999998,0.1249135537622733,bilinear,0.007,0.0012332557578207,0.0459674546974816,0.0001900056889255,0.4739814290165197,train
39,data/simulations/mdof/sim_000039.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,3S_T060,3,0.6,0.2141375207353256,elastic,0.004,0.0048863839231986,0.0543549757217297,0.0006622346408826,2.8878447350424405,train
40,data/simulations/mdof/sim_000040.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,3S_T060,3,0.6,0.2141375207353256,bilinear,0.004,0.0048863839231986,0.0543549757217298,0.0006622346408826,2.887844735042436,id_test
41,data/simulations/mdof/sim_000041.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,3S_T060,3,0.6,0.2141375207353256,bilinear,0.007,0.0048863839231986,0.0543549757217298,0.0006622346408826,2.887844735042436,train
42,data/simulations/mdof/sim_000042.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,3S_T090,3,0.9,0.3212062811029884,elastic,0.004,0.0089686462888375,0.063075960639123,0.0011494064574853,5.820784517961489,train
43,data/simulations/mdof/sim_000043.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,3S_T090,3,0.9,0.3212062811029884,bilinear,0.004,0.0089686462888375,0.0630759606391233,0.0011494064574853,5.820784517961475,id_test
44,data/simulations/mdof/sim_000044.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,3S_T090,3,0.9,0.3212062811029884,bilinear,0.007,0.0089686462888375,0.0630759606391233,0.0011494064574853,5.820784517961475,train
45,data/simulations/mdof/sim_000045.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,5S_T055,5,0.5499999999999999,0.1884215991249005,elastic,0.004,0.0038784787553571,0.0531129994355102,0.0003824194313972,2.8448215398235916,train
46,data/simulations/mdof/sim_000046.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,5S_T055,5,0.5499999999999999,0.1884215991249005,bilinear,0.004,0.0038784787553571,0.0531129994355105,0.0003824194313972,2.8448215398235988,train
47,data/simulations/mdof/sim_000047.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,5S_T055,5,0.5499999999999999,0.1884215991249005,bilinear,0.007,0.0038784787553571,0.0531129994355105,0.0003824194313972,2.8448215398235988,train
48,data/simulations/mdof/sim_000048.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,5S_T085,5,0.8499999999999999,0.2911970168293918,elastic,0.004,0.0093525959012604,0.068992325419988,0.0007698441407127,7.952437577538166,train
49,data/simulations/mdof/sim_000049.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,5S_T085,5,0.8499999999999999,0.2911970168293918,bilinear,0.004,0.0093525959012603,0.068992325419988,0.0007698441407127,7.952437577538139,train
50,data/simulations/mdof/sim_000050.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,5S_T085,5,0.8499999999999999,0.2911970168293918,bilinear,0.007,0.0093525959012603,0.068992325419988,0.0007698441407127,7.952437577538139,train
51,data/simulations/mdof/sim_000051.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,5S_T120,5,1.2000000000000008,0.4111016708179651,elastic,0.004,0.0116206776191427,0.0484175434487446,0.0009296714680673,7.766079280981232,ood_b
52,data/simulations/mdof/sim_000052.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.004,0.0116206776191428,0.0484175434487445,0.0009296714680673,7.766079280981231,ood_b
53,data/simulations/mdof/sim_000053.npz,RSN0001_PGA_0p200g,RSN0001,0.2,1.3240716073353629,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.007,0.0116206776191428,0.0484175434487445,0.0009296714680673,7.766079280981231,ood_b
54,data/simulations/mdof/sim_000054.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,3S_T035,3,0.3499999999999998,0.1249135537622733,elastic,0.004,0.0018498836367311,0.0689511820462224,0.0002850085333882,1.06645821528717,train
55,data/simulations/mdof/sim_000055.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,3S_T035,3,0.3499999999999998,0.1249135537622733,bilinear,0.004,0.0018498836367311,0.0689511820462225,0.0002850085333882,1.0664582152871702,train
56,data/simulations/mdof/sim_000056.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,3S_T035,3,0.3499999999999998,0.1249135537622733,bilinear,0.007,0.0018498836367311,0.0689511820462225,0.0002850085333882,1.0664582152871702,train
57,data/simulations/mdof/sim_000057.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,3S_T060,3,0.6,0.2141375207353256,elastic,0.004,0.007329575884798,0.0815324635825945,0.0009933519613239,6.497650653845496,train
58,data/simulations/mdof/sim_000058.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,3S_T060,3,0.6,0.2141375207353256,bilinear,0.004,0.007329575884798,0.0815324635825946,0.0009933519613239,6.497650653845506,train
59,data/simulations/mdof/sim_000059.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,3S_T060,3,0.6,0.2141375207353256,bilinear,0.007,0.007329575884798,0.0815324635825946,0.0009933519613239,6.497650653845506,train
60,data/simulations/mdof/sim_000060.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,3S_T090,3,0.9,0.3212062811029884,elastic,0.004,0.0134529694332562,0.0946139409586843,0.0017241096862279,13.09676516541327,train
61,data/simulations/mdof/sim_000061.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,3S_T090,3,0.9,0.3212062811029884,bilinear,0.004,0.0134529694332562,0.0946139409586844,0.0017241096862279,13.09676516541331,train
62,data/simulations/mdof/sim_000062.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,3S_T090,3,0.9,0.3212062811029884,bilinear,0.007,0.0134529694332562,0.0946139409586844,0.0017241096862279,13.09676516541331,train
63,data/simulations/mdof/sim_000063.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,5S_T055,5,0.5499999999999999,0.1884215991249005,elastic,0.004,0.0058177181330357,0.0796694991532658,0.0005736291470958,6.400848464603113,train
64,data/simulations/mdof/sim_000064.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,5S_T055,5,0.5499999999999999,0.1884215991249005,bilinear,0.004,0.0058177181330357,0.0796694991532661,0.0005736291470958,6.400848464603098,train
65,data/simulations/mdof/sim_000065.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,5S_T055,5,0.5499999999999999,0.1884215991249005,bilinear,0.007,0.0058177181330357,0.0796694991532661,0.0005736291470958,6.400848464603098,train
66,data/simulations/mdof/sim_000066.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,5S_T085,5,0.8499999999999999,0.2911970168293918,elastic,0.004,0.0140288938518906,0.1034884881299827,0.0011547662110691,17.892984549460905,train
67,data/simulations/mdof/sim_000067.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,5S_T085,5,0.8499999999999999,0.2911970168293918,bilinear,0.004,0.0140288938518906,0.1034884881299824,0.0011547662110691,17.89298454946095,train
68,data/simulations/mdof/sim_000068.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,5S_T085,5,0.8499999999999999,0.2911970168293918,bilinear,0.007,0.0140288938518906,0.1034884881299824,0.0011547662110691,17.89298454946095,train
69,data/simulations/mdof/sim_000069.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,5S_T120,5,1.2000000000000008,0.4111016708179651,elastic,0.004,0.0174310164287141,0.072626315173117,0.001394507202101,17.473678382207716,ood_b
70,data/simulations/mdof/sim_000070.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.004,0.0174310164287141,0.0726263151731172,0.001394507202101,17.47367838220777,ood_b
71,data/simulations/mdof/sim_000071.npz,RSN0001_PGA_0p300g,RSN0001,0.3,1.986107411003044,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.007,0.0174310164287141,0.0726263151731172,0.001394507202101,17.47367838220777,ood_b
72,data/simulations/mdof/sim_000072.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,3S_T035,3,0.3499999999999998,0.1249135537622733,elastic,0.004,0.0024665115156415,0.0919349093949634,0.000380011377851,1.8959257160660865,train
73,data/simulations/mdof/sim_000073.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,3S_T035,3,0.3499999999999998,0.1249135537622733,bilinear,0.004,0.0024665115156415,0.0919349093949633,0.000380011377851,1.895925716066079,train
74,data/simulations/mdof/sim_000074.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,3S_T035,3,0.3499999999999998,0.1249135537622733,bilinear,0.007,0.0024665115156415,0.0919349093949633,0.000380011377851,1.895925716066079,train
75,data/simulations/mdof/sim_000075.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,3S_T060,3,0.6,0.2141375207353256,elastic,0.004,0.0097727678463973,0.1087099514434595,0.0013244692817653,11.551378940169762,train
76,data/simulations/mdof/sim_000076.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,3S_T060,3,0.6,0.2141375207353256,bilinear,0.004,0.0097727678463973,0.1087099514434596,0.0013244692817653,11.551378940169744,id_test
77,data/simulations/mdof/sim_000077.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,3S_T060,3,0.6,0.2141375207353256,bilinear,0.007,0.0097727678463973,0.1087099514434596,0.0013244692817653,11.551378940169744,train
78,data/simulations/mdof/sim_000078.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,3S_T090,3,0.9,0.3212062811029884,elastic,0.004,0.017937292577675,0.126151921278246,0.0022988129149706,23.28313807184596,train
79,data/simulations/mdof/sim_000079.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,3S_T090,3,0.9,0.3212062811029884,bilinear,0.004,0.017937292577675,0.1261519212782467,0.0022988129149706,23.2831380718459,train
80,data/simulations/mdof/sim_000080.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,3S_T090,3,0.9,0.3212062811029884,bilinear,0.007,0.017937292577675,0.1261519212782467,0.0022988129149706,23.2831380718459,train
81,data/simulations/mdof/sim_000081.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,5S_T055,5,0.5499999999999999,0.1884215991249005,elastic,0.004,0.0077569575107143,0.1062259988710204,0.0007648388627944,11.379286159294368,id_test
82,data/simulations/mdof/sim_000082.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,5S_T055,5,0.5499999999999999,0.1884215991249005,bilinear,0.004,0.0077569575107143,0.106225998871021,0.0007648388627944,11.379286159294397,train
83,data/simulations/mdof/sim_000083.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,5S_T055,5,0.5499999999999999,0.1884215991249005,bilinear,0.007,0.0077569575107143,0.106225998871021,0.0007648388627944,11.379286159294397,train
84,data/simulations/mdof/sim_000084.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,5S_T085,5,0.8499999999999999,0.2911970168293918,elastic,0.004,0.0187051918025208,0.1379846508399761,0.0015396882814254,31.809750310152666,train
85,data/simulations/mdof/sim_000085.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,5S_T085,5,0.8499999999999999,0.2911970168293918,bilinear,0.004,0.0187051918025207,0.1379846508399761,0.0015396882814254,31.809750310152555,train
86,data/simulations/mdof/sim_000086.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,5S_T085,5,0.8499999999999999,0.2911970168293918,bilinear,0.007,0.0187051918025207,0.1379846508399761,0.0015396882814254,31.809750310152555,train
87,data/simulations/mdof/sim_000087.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,5S_T120,5,1.2000000000000008,0.4111016708179651,elastic,0.004,0.0232413552382855,0.0968350868974892,0.0018593429361347,31.064317123924926,ood_b
88,data/simulations/mdof/sim_000088.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.004,0.0232413552382856,0.096835086897489,0.0018593429361347,31.064317123924923,ood_b
89,data/simulations/mdof/sim_000089.npz,RSN0001_PGA_0p400g,RSN0001,0.4,2.6481432146707258,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.007,0.0232413552382856,0.096835086897489,0.0018593429361347,31.064317123924923,ood_b
90,data/simulations/mdof/sim_000090.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,3S_T035,3,0.3499999999999998,0.1249135537622733,elastic,0.004,0.0030831393945519,0.1149186367437043,0.0004750142223137,2.962383931353258,id_test
91,data/simulations/mdof/sim_000091.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,3S_T035,3,0.3499999999999998,0.1249135537622733,bilinear,0.004,0.0030831393945519,0.114918636743704,0.0004750142223137,2.962383931353253,train
92,data/simulations/mdof/sim_000092.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,3S_T035,3,0.3499999999999998,0.1249135537622733,bilinear,0.007,0.0030831393945519,0.114918636743704,0.0004750142223137,2.962383931353253,train
93,data/simulations/mdof/sim_000093.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,3S_T060,3,0.6,0.2141375207353256,elastic,0.004,0.0122159598079966,0.1358874393043241,0.0016555866022066,18.04902959401523,train
94,data/simulations/mdof/sim_000094.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,3S_T060,3,0.6,0.2141375207353256,bilinear,0.004,0.0122159598079966,0.1358874393043242,0.0016555866022066,18.04902959401523,train
95,data/simulations/mdof/sim_000095.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,3S_T060,3,0.6,0.2141375207353256,bilinear,0.007,0.0122159598079966,0.1358874393043242,0.0016555866022066,18.04902959401523,id_test
96,data/simulations/mdof/sim_000096.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,3S_T090,3,0.9,0.3212062811029884,elastic,0.004,0.0224216157220937,0.1576899015978073,0.0028735161437133,36.37990323725914,train
97,data/simulations/mdof/sim_000097.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,3S_T090,3,0.9,0.3212062811029884,bilinear,0.004,0.0224216157220938,0.1576899015978074,0.0028735161437133,36.37990323725915,train
98,data/simulations/mdof/sim_000098.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,3S_T090,3,0.9,0.3212062811029884,bilinear,0.007,0.0224216157220938,0.1576899015978074,0.0028735161437133,36.37990323725915,train
99,data/simulations/mdof/sim_000099.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,5S_T055,5,0.5499999999999999,0.1884215991249005,elastic,0.004,0.0096961968883929,0.1327824985887762,0.000956048578493,17.780134623897506,train
100,data/simulations/mdof/sim_000100.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,5S_T055,5,0.5499999999999999,0.1884215991249005,bilinear,0.004,0.0096961968883929,0.1327824985887761,0.000956048578493,17.780134623897503,train
101,data/simulations/mdof/sim_000101.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,5S_T055,5,0.5499999999999999,0.1884215991249005,bilinear,0.007,0.0096961968883929,0.1327824985887761,0.000956048578493,17.780134623897503,train
102,data/simulations/mdof/sim_000102.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,5S_T085,5,0.8499999999999999,0.2911970168293918,elastic,0.004,0.0233814897531509,0.17248081354997,0.0019246103517818,49.702734859613415,train
103,data/simulations/mdof/sim_000103.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,5S_T085,5,0.8499999999999999,0.2911970168293918,bilinear,0.004,0.023381489753151,0.1724808135499704,0.0019246103517818,49.70273485961352,train
104,data/simulations/mdof/sim_000104.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,5S_T085,5,0.8499999999999999,0.2911970168293918,bilinear,0.007,0.023381489753151,0.1724808135499704,0.0019246103517818,49.70273485961352,train
105,data/simulations/mdof/sim_000105.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,5S_T120,5,1.2000000000000008,0.4111016708179651,elastic,0.004,0.0290516940478569,0.1210438586218617,0.0023241786701684,48.53799550613256,ood_b
106,data/simulations/mdof/sim_000106.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.004,0.0290516940478569,0.121043858621862,0.0023241786701684,48.537995506132695,ood_b
107,data/simulations/mdof/sim_000107.npz,RSN0001_PGA_0p500g,RSN0001,0.5,3.310179018338407,5S_T120,5,1.2000000000000008,0.4111016708179651,bilinear,0.007,0.0290516940478569,0.121043858621862,0.0023241786701684,48.537995506132695,ood_b
108,data/simulations/mdof/sim_000108.npz,RSN0001_PGA_0p600g,RSN0001,0.6,3.972214822006088,3S_T035,3,0.3499999999999998,0.1249135537622733,elastic,0.004,0.0036997672734623,0.1379023640924449,0.0005700170667765,4.26583286114868,train
